학교명,설립구분,지역,학부 정원내 재학생수,학부 정원내외 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,학부 및 대학원 재학생수,등록금(원),운영수입(세입총액)(원),[1.3] 세입 중 등록금 비율,기부금(원),운영수입(세입총액)(원),[1.3] 세입 중 기부금 비율,법인전입금(원),운영수입(원),[1.3] 세입 중 법인전입금 비율(사립대),법정부담금 부담액(원),법정부담금 기준액(원),[1.3] 법정부담금 부담률(사립대),법인전입금(원),법인 일반회계 재정규모(원),[1.3] 법인 재정규모 대비 법인전입금 비율(사립대),총교육비(원),등록금(원),[1.3] 교육비 환원율,[1.5] 학생 충원 성과,(취업자+창업자+진학자) 수(명),취·창업 및 진학대상자 수(명),[1.5] 졸업생 진로 성과,전임교원 확보율(%),겸임교원 확보율(%),[3.1] 전임교원 및 겸임교원 확보율,강사료 계(원),강의시간수 계(시간),[3.3] 강사 강의료,교내연구비(천원),전임교원수(명),[3.4] 전임교원 1인당 교내연구비,등재(후보)지 논문 건수(건),전임교원수(명),[3.4] 전임교원 1인당 등재(후보)지 논문 실적,SCI급 논문 건수(건),전임교원수(명),[3.4] 전임교원 1인당 SCI급 논문 실적,저역서수(건),전임교원수(명),[3.4] 전임교원 1인당 저역서 실적,교외연구비(천원),전임교원수(명),[3.4] 전임교원 1인당 교외연구비,[3.4] 연구성과 기준값 대비 실적,학부 및 대학원 재학생수,직원수(명),[3.5] 직원 1인당 학생수,장학금(원),등록금(원),[4.1] 장학금 비율,수용가능인원(명),재학생수(명),[4.5] 기숙사 수용률 I,내국인 입사 인원(명),내국인 재학생수(명),[4.5] 기숙사 수용률 II,자료구입비(원),학생수(명),[4.6] 재학생 1인당 연간 자료구입비(결산),도서관직원수(명),학부 및 대학원 재학생수,"[4.6] 재학생 1,000명당 도서관 직원수"
예원예술대학교,사립,전북,811,1236,1609,1609,1609,10873351054,13823728862,78.65714,440239300,13823728862,3.18466,250000000,13823728862,1.80848,250000000,206108370,121.29541,250000000,1417738621,17.63371,8983833387,10873351054,82.62248,127.68595,107,174,61.49425,70.5,1.7,72.2,71056800,1260,56394.28571,84000,60,1400,13.2,60,0.22,0,60,0,11.0333,60,0.18388,0,60,0,3.69337,1609,33,48.75757,1554339136,9075688182,17.1264,140,1236,11.32686,136,626,21.72523,224560600,1627,138021.26613,4.3,1609,2.67246
용인대학교,사립,경기,4954,5326,5962,5962,5962,45554818000,71973637811,63.29375,645184000,71973637811,0.89641,290000000,71973637811,0.40292,290000000,2717079540,10.67322,290000000,925814626,31.32376,60697482817,45554818000,133.24053,105.50713,932,1316,70.82066,65.4,0.9,66.3,95818950,1748,54816.33295,130000,195,666.66666,143.1285,195,0.73399,20.7879,195,0.1066,10.5444,195,0.05407,2480238,195,12719.16923,9.35793,5962,130,45.86153,5869814302,39555213000,14.83954,645,5537,11.6489,542,5482,9.8869,322178466,5902,54588.01524,6.9,5962,1.15732
우석대학교,사립,전북,5260,6629,7592,7592,7592,49584136837,88442868801,56.06346,543145400,88442868801,0.61412,450000000,88442868801,0.5088,450000000,3505281970,12.83776,450000000,734859025,61.23623,94637150674,49584136837,190.86174,105.28907,866,1314,65.90563,65.8,4,69.8,324810000,5955,54544.0806,1611058,248,6496.20161,121.688,248,0.49067,28.9501,248,0.11673,12.5,248,0.0504,11939499,248,48143.14112,9.39098,7592,281,27.01779,6938269849,42732478990,16.23652,1867,7245,25.76949,1287,5905,21.79508,399876827,7358,54345.85852,8.6,7592,1.13277
우송대학교,사립,대전,7459,9680,10365,10365,10365,78679388452,1.38672E+11,56.73794,1834765539,1.38672E+11,1.3231,1630798000,1.38672E+11,1.17601,1630798000,3240455910,50.32619,1630798000,5287427207,30.84293,1.16423E+11,78679388452,147.97107,120.92442,1163,1714,67.85297,68.7,4,72.7,786651000,13827,56892.38446,523275,334,1566.69161,46.6049,334,0.13953,69.6525,334,0.20854,23.1831,334,0.06941,4613702,334,13813.47904,7.10767,10365,177,58.55932,14351126987,69371085102,20.68747,1811,10148,17.84588,968,7538,12.8416,779026434,10473,74384.26754,14.3,10365,1.37964
울산대학교,사립,울산,9915,10606,12240,12240,12240,90987056911,2.85992E+11,31.81453,28095820140,2.85992E+11,9.82398,5366701162,2.85992E+11,1.87652,4717146830,11932929236,39.5305,5366701162,14992835406,35.7951,3.18922E+11,90987056911,350.51335,99.27922,1536,2574,59.67365,70.8,4,74.8,2900803500,49571,58518.15577,1627923,1095,1486.68767,162.706,1095,0.14858,615.4115,1095,0.56201,25.4472,1095,0.02323,141307063,1095,129047.54611,24.95701,12240,361,33.90581,11405140782,73432584306,15.53144,2609,11498,22.6909,2448,11242,21.77548,1362901969,12283,110958.39526,9,12240,0.73529
원광대학교,사립,전북,11583,12360,13669,13669,13669,98967227761,1.89503E+11,52.22474,2723871888,1.89503E+11,1.43738,3424500000,1.89503E+11,1.80709,3344000000,7584891751,44.08764,3424500000,18158385768,18.85905,2.10131E+11,98967227761,212.32426,98.09523,1862,3046,61.12934,72.8,4,76.8,1070601700,19384.9,55228.64188,2139291,622,3439.37459,310.2226,622,0.49875,119.6989,622,0.19244,42.6772,622,0.06861,35079825,622,56398.43247,12.05723,13669,387,35.32041,14886680519,87150459308,17.08158,3627,13461,26.9445,3289,13127,25.05522,1636621484,13622,120145.46204,14.5,13669,1.06079
위덕대학교,사립,경북,2061,2116,2342,2342,2342,15197636031,27507896882,55.24826,1333106387,27507896882,4.84626,1110000000,27507896882,4.0352,1110000000,1112878940,99.7413,1110000000,1686693186,65.80924,30206413656,15197636031,198.75731,85.73743,323,479,67.43215,65.3,4,69.3,45214650,851.5,53100.0,90527,85,1065.02352,33.3742,85,0.39263,4.9333,85,0.05803,8.9928,85,0.10579,948428,85,11157.97647,5.16169,2342,81,28.91358,3048489964,13724816031,22.21151,539,2186,24.6569,539,2117,25.46055,134248680,2486,54001.88254,3.8,2342,1.62254
유원대학교,사립,충북,3719,4032,4101,4101,4101,23485965810,37939952498,61.90299,206896140,37939952498,0.54532,328339000,37939952498,0.86541,323339000,791727840,40.83966,328339000,572234663,57.37838,32932065605,23485965810,140.22018,115.19999,497,702,70.79772,59.6,3.2,62.8,118800000,1980,60000.0,124050,111,1117.56756,29.227,111,0.2633,1.75,111,0.01576,18.0166,111,0.16231,3317705,111,29889.23423,6.76173,4101,60,68.34999,7346476195,23038947900,31.8872,1015,3404,29.81786,467,3361,13.89467,181306759,3551,51057.94395,2.3,4101,0.56083
을지대학교,사립,대전,4331,4717,5043,5043,5043,38634314794,87580932055,44.1127,9013392600,87580932055,10.2915,4400000000,87580932055,5.02392,4400000000,4388118050,100.27077,4400000000,41162582479,10.68931,94404137317,38634314794,244.35307,109.54482,971,1294,75.03863,60.6,4,64.59999,471112000,8774,53694.09619,483984,420,1152.34285,101.6578,420,0.24204,116.8944,420,0.27832,5.9145,420,0.01408,10423112,420,24816.93333,8.97434,5043,138,36.54347,7061050055,35506201794,19.8868,830,4955,16.75075,708,4912,14.41368,992812359,4867,203988.5677,7.5,5043,1.4872
이화여자대학교,사립,서울,13519,16452,22815,22815,22815,2.12725E+11,3.89497E+11,54.61529,18605257837,3.89497E+11,4.77674,9222824000,3.89497E+11,2.36788,9147100000,14841771663,61.63078,9222824000,15082067479,61.15092,4.79156E+11,2.12725E+11,225.24672,127.23897,2191,3060,71.6013,70.5,4,74.5,2391404610,41100.6,58184.1776,16528382,961,17199.1488,557.7476,961,0.58038,450.0389,961,0.4683,65.3686,961,0.06802,126709205,961,131851.40998,25.34312,22815,671,34.00149,29380943257,1.24686E+11,23.56398,4370,20730,21.08055,3325,18314,18.1555,5333700525,22123,241093.00388,42.8,22815,1.87595
인제대학교,사립,경남,6130,6844,7939,7939,7939,54681259863,1.2637E+11,43.27091,3814681477,1.2637E+11,3.01867,15882324613,1.2637E+11,12.56815,11542362820,11542362820,100.0,15882324613,22982606080,69.10584,1.60588E+11,54681259863,293.6793,98.27685,1167,1918,60.84462,66.8,4,70.8,505212000,9332,54137.59108,1854500,838,2213.00715,165.3646,838,0.19733,270.208,838,0.32244,18.0944,838,0.02159,39630974,838,47292.33174,12.10179,7939,375,21.17066,8405934271,44972668363,18.6912,1921,7448,25.79215,1555,7048,22.06299,1461934834,7819,186972.09796,10.8,7939,1.36037
인천가톨릭대학교,사립,인천,650,697,779,779,779,6002919468,14978254974,40.07756,795121810,14978254974,5.3085,3979287700,14978254974,26.56709,551737900,582124110,94.78011,3979287700,12809226108,31.06579,13615169973,6002919468,226.80913,105.44629,86,143,60.13986,95.9,4,99.9,205086000,3789,54126.6825,33000,47,702.12765,16.7144,47,0.35562,1.8112,47,0.03853,3.7,47,0.07872,213285,47,4537.97872,4.59711,779,77,10.11688,1028490647,5496854551,18.71053,192,779,24.64698,50,770,6.4935,173153835,737,234944.14518,3,779,3.85109
인천대학교,국립대법인,인천,10155,11247,12653,12653,12653,60485061334,2.67781E+11,22.58753,23155957260,2.67781E+11,8.64735,,,,,,,,,,2.57166E+11,60485061334,425.17266,112.29033,1716,2556,67.13615,82.1,4,86.1,1477170000,21645,68245.32224,6567397,497,13214.07847,308.8562,497,0.62144,269.0427,497,0.54133,22.5791,497,0.04543,36943243,497,74332.48088,20.79264,12653,515,24.56893,10937514863,50030501431,21.86169,2676,12047,22.21299,2363,11693,20.20867,2281645311,12800,178253.53992,12.6,12653,0.99581
인하대학교,사립,인천,14728,17830,21376,21376,21376,1.73504E+11,2.74604E+11,63.18312,7533498281,2.74604E+11,2.7434,8666113750,2.74604E+11,3.15585,8173331750,12680869160,64.45403,8666113750,22599177713,38.34703,4.16308E+11,1.73504E+11,239.94188,125.31627,2594,3526,73.56778,68.9,4,72.9,1216027500,22486.7,54077.63255,6251541,886,7055.91534,337.2685,886,0.38066,510.6785,886,0.57638,43.8044,886,0.04944,141855338,886,160107.60496,29.45011,21376,548,39.00729,21984914630,1.26424E+11,17.38977,2406,19415,12.39248,2074,17929,11.56785,4205405124,20720,202963.56776,23.5,21376,1.09936
장로회신학대학교,사립,서울,535,572,2068,2068,2068,16474320050,30171832916,54.60165,6035740272,30171832916,20.00455,847468000,30171832916,2.8088,776000000,1141159090,68.00103,847468000,1061588730,79.83016,23766614687,16474320050,144.26461,95.33333,55,55,100,66.1,4,70.09999,265104200,4657.4,56921.07184,234495,78,3006.34615,76.25,78,0.97756,6,78,0.07692,19.2262,78,0.24648,264382,78,3389.51282,8.59595,2068,52,39.76923,702370957,3867703130,18.15989,642,1970,32.58883,555,1930,28.75647,167207083,2076,80542.91088,4.8,2068,2.32108
전남대학교,국립,광주,17518,19199,23979,23979,23979,92416322890,4.41025E+11,20.95487,7057160523,4.41025E+11,1.60017,,,,,,,,,,5.9331E+11,92416322890,641.99691,108.39543,2489,3980,62.53768,83.3,1.5,84.8,4102876425,43487.7,94345.67532,28780993,1327,21688.76639,682.1903,1327,0.51408,719.0389,1327,0.54185,71.4648,1327,0.05385,182266186,1327,137352.06179,26.93865,23979,640,37.46718,17710005834,71458156100,24.78374,5593,22847,24.48023,4110,21667,18.96893,4483839741,23476,190996.75161,39.4,23979,1.6431
전북대학교,국립,전북,15955,17841,21760,21760,21760,81364553080,3.8375E+11,21.20246,5242765943,3.8375E+11,1.36619,,,,,,,,,,4.9859E+11,81364553080,612.78549,110.25894,2439,3828,63.71473,77.5,0.6,78.09999,4435728030,45784.7,96882.3216,19870672,1048,18960.56488,505.4669,1048,0.48231,638.9212,1048,0.60965,53.2902,1048,0.05084,160594105,1048,153238.6498,29.74255,21760,744,29.24731,14125724383,70055807930,20.16353,5056,20520,24.63937,4291,19093,22.4742,4314872769,21210,203435.77411,30.8,21760,1.41544
전주대학교,사립,전북,9348,10147,10969,10969,10969,68231208690,1.3293E+11,51.32848,1124732378,1.3293E+11,0.8461,200000000,1.3293E+11,0.15045,140000000,4601330734,3.04259,200000000,441387390,45.31167,1.32788E+11,68231208690,194.61431,100.03943,1249,2040,61.22549,62.1,4,66.09999,706475000,12845,55000.0,966540,328,2946.76829,222.8665,328,0.67947,64.2214,328,0.19579,26.8277,328,0.08179,16183440,328,49339.75609,12.15445,10969,343,31.97959,11059038609,62275786541,17.75816,1859,10290,18.06608,1363,10006,13.62182,763272430,11036,69162.05418,13,10969,1.18515
제주국제대학교,사립,제주,103,263,451,451,451,2935176000,3497335303,83.92606,35924800,3497335303,1.0272,0,3497335303,0.0,0,748321070,0.0,0,8220990854,0.0,7986812691,2935176000,272.10677,17.77027,107,147,72.78911,35.8,1.9,37.69999,0,0,0,0,33,0,4.85,33,0.14696,0.45,33,0.01363,0.1,33,0.00303,38692,33,1172.48484,0.86039,451,26,17.34615,708494524,1758216000,40.29621,120,263,45.62737,0,-24,-0.0,0,548,0,0,451,0
제주대학교,국립,제주,8452,9306,11066,11066,11066,38242543840,2.27862E+11,16.78321,1986843048,2.27862E+11,0.87195,,,,,,,,,,2.8328E+11,38242543840,740.74563,104.46789,1182,1884,62.73885,91.4,1.1,92.5,2791907150,29055,96090.41989,9810514,648,15139.68209,380.0001,648,0.58641,300.3844,648,0.46355,61.0539,648,0.09421,60082801,648,92720.37191,21.78896,11066,532,20.80075,6714263187,33993749990,19.75146,2862,10328,27.71107,2491,9936,25.07045,2175408318,11169,194771.98656,17.4,11066,1.57238
조선대학교,사립,광주,16493,17911,19277,19277,19277,1.38247E+11,2.45586E+11,56.29257,3200162678,2.45586E+11,1.30307,4642586000,2.45586E+11,1.89041,4642586000,9928050043,46.76231,4642586000,6189796468,75.00385,2.699E+11,1.38247E+11,195.23077,100.19018,2366,4029,58.72424,66.1,1.8,67.89999,173589843,2220.2,78186.57913,3452205,741,4658.84615,479.1467,741,0.64662,263.676,741,0.35583,29.1273,741,0.0393,64038558,741,86421.80566,18.26156,19277,433,44.51963,18767390260,1.25499E+11,14.95418,2355,18712,12.5855,2108,18383,11.46711,1818205304,18766,96888.27155,21,19277,1.08938
중부대학교,사립,충남,5930,6991,9568,9568,9568,63684329360,98685923941,64.53233,780720202,98685923941,0.79111,53000000,98685923941,0.0537,50000000,2870520276,1.74184,53000000,-2745233894,-1.93062,81759628025,63684329360,128.38264,99.37455,992,1518,65.34914,81.5,4,85.5,69087000,1290,53555.81395,357600,350,1021.71428,192.0006,350,0.54857,29.0753,350,0.08307,13.1706,350,0.03763,6043926,350,17268.36,5.5828,9568,191,50.09424,9534167805,49443341360,19.28301,1702,8040,21.16915,1171,5948,19.68728,529999986,9145,57955.16522,11,9568,1.14966
중앙대학교,사립,서울,18173,23600,29420,29420,29420,2.63902E+11,4.0216E+11,65.62103,7333797837,4.0216E+11,1.8236,8490131304,4.0216E+11,2.11113,8440943804,14247623593,59.24457,8490131304,12788287271,66.3899,5.10209E+11,2.63902E+11,193.33287,131.96152,3263,4606,70.84237,67.4,4,71.4,3579373716,61092.9,58589.02942,17587575,1198,14680.78046,591.1971,1198,0.49348,884.895,1198,0.73864,39.747,1198,0.03317,169099069,1198,141151.14273,30.85091,29420,710,41.43661,36483816169,1.79208E+11,20.35834,4721,26510,17.80837,3734,22649,16.48637,5514825822,29267,188431.53797,37,29420,1.25764
중앙승가대학교,사립,경기,49,53,107,107,107,572773668,4253626076,13.46553,1520847783,4253626076,35.75414,1750000000,4253626076,41.14136,198567680,198567680,100.0,1750000000,2641910218,66.23994,4067603589,572773668,710.15897,11.04166,14,14,100,60,0,0,2280000,57,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,107,28,3.82142,191246400,108896668,175.6219,322,107,300.93457,33,102,32.35294,15666000,128,122390.625,1,107,9.34579
중원대학교,사립,충북,3005,3324,3612,3612,3612,22886479813,51194839562,44.70466,824765050,51194839562,1.61103,5883587105,51194839562,11.49253,1694021360,1694021360,100.0,5883587105,15092573522,38.98332,44220199297,22886479813,193.21538,105.49032,537,774,69.37984,69.8,2,71.8,221400000,3690,60000.0,139780,123,1136.42276,94.5166,123,0.76842,19.3086,123,0.15698,3.9166,123,0.03184,2339700,123,19021.95121,7.76801,3612,155,23.30322,9763234129,21606076813,45.18744,2094,3444,60.80139,1159,3146,36.84043,211029618,3518,59985.67879,3.4,3612,0.9413
차의과학대학교,사립,경기,1936,2154,3476,3476,3476,27073877610,1.24926E+11,21.67198,2210358443,1.24926E+11,1.76933,6146112960,1.24926E+11,4.91981,6146112960,6146112960,100.0,6146112960,10552523499,58.24306,1.37365E+11,27073877610,507.37039,105.27859,413,539,76.62337,68,4,72,349735000,6116,57183.61674,858720,502,1710.5976,37.8322,502,0.07536,124.4948,502,0.24799,3.675,502,0.00732,15988403,502,31849.40836,8.48222,3476,150,23.17333,2963838071,14779715180,20.05341,680,2820,24.11347,571,2780,20.53956,336775036,3230,104264.71702,4,3476,1.15074
창신대학교,사립,경남,1291,1582,1945,1945,1945,12515031930,28514326591,43.89032,1097900000,28514326591,3.85034,1119803600,28514326591,3.92716,819803600,819803600,100.0,1119803600,1742259002,64.27308,24759233982,12515031930,197.83596,118.0597,348,481,72.34927,74.4,4,78.4,299352500,5445.5,54972.45432,81000,73,1109.58904,87.5301,73,1.19904,12.2302,73,0.16753,14.867,73,0.20365,439595,73,6021.84931,10.77305,1945,67,29.02985,2498617999,10343056930,24.15744,900,1716,52.44755,304,1454,20.90784,111260405,1933,57558.4092,2,1945,1.02827
청운대학교,사립,충남,3621,5135,5758,5758,5758,38510531270,71616753125,53.77307,429654400,71616753125,0.59993,532000000,71616753125,0.74284,524000000,2348545570,22.31168,532000000,1133077912,46.95175,69509777277,38510531270,180.4955,118.45444,985,1406,70.05689,56,4,60,830807910,15591.7,53285.2678,175600,154,1140.25974,95.0858,154,0.61744,14.0429,154,0.09118,19.4167,154,0.12608,8774801,154,56979.22727,11.38716,5758,157,36.67515,6938029713,35799554930,19.38021,733,5135,14.27458,662,4402,15.03861,359925869,5974,60248.72263,8.8,5758,1.5283
청주대학교,사립,충북,9711,11943,13811,13811,13811,96235545410,1.6586E+11,58.02227,1638182899,1.6586E+11,0.98769,680000000,1.6586E+11,0.40998,100000000,4441447315,2.25151,680000000,1087070237,62.55345,1.44515E+11,96235545410,150.16815,112.71234,1505,2317,64.95468,66.3,4,70.3,204414000,3297,62000.0,1384663,441,3139.82539,178.806,441,0.40545,60.8341,441,0.13794,14.6054,441,0.03311,22002440,441,49892.15419,9.45855,13811,220,62.77727,15587047399,85899956580,18.14558,2414,12605,19.15113,1500,9381,15.98976,904530050,12142,74495.96853,18,13811,1.3033
초당대학교,사립,전남,2082,2225,2375,2375,2375,16657692825,38718780073,43.02225,336850000,38718780073,0.86999,403750000,38718780073,1.04277,403750000,1258529660,32.08108,403750000,636247488,63.45801,34682730216,16657692825,208.20848,76.64485,427,589,72.49575,61.1,4,65.09999,8848000,158,56000,203000,88,2306.81818,55.8668,88,0.63485,1.8167,88,0.02064,8.0333,88,0.09128,805172,88,9149.68181,4.66317,2375,114,20.83333,4257858250,14986603124,28.41109,1220,2276,53.60281,520,1973,26.3558,157981214,2818,56061.46699,3.8,2375,1.6
총신대학교,사립,서울,1252,1398,3247,3247,3247,24323937316,43306540707,56.16689,6094610125,43306540707,14.07318,456000000,43306540707,1.05295,456000000,1495041580,30.50082,456000000,805612329,56.6029,36460481532,24323937316,149.89547,113.84364,187,273,68.49816,64.5,4,68.5,221100000,4020,55000.0,56800,104,546.15384,104.7,104,1.00673,1.25,104,0.01201,14.5389,104,0.13979,2089324,104,20089.65384,15.25115,3247,110,29.51818,1541350841,9533224650,16.1682,1289,2812,45.83926,1104,2768,39.88439,273981900,3268,83837.79069,2.8,3247,0.86233
추계예술대학교,사립,서울,1023,1113,1300,1300,1300,11328706650,19955522995,56.76978,938915468,19955522995,4.70504,1840000000,19955522995,9.2205,1010000000,1038111520,97.29205,1840000000,1968442034,93.47493,16938571656,11328706650,149.51902,111.3,162,268,60.44776,71.2,3.1,74.3,628499500,12150,51728.3539,30000,47,638.29787,0.9167,47,0.0195,0.5,47,0.01063,4.5583,47,0.09698,36000,47,765.95744,2.05512,1300,62,20.96774,1216376702,9331668770,13.03493,182,1255,14.50199,37,1092,3.38827,97298141,1276,76252.46159,1.8,1300,1.38461
충남대학교,국립,대전,16022,17696,22587,22587,22587,82207558160,3.87218E+11,21.23031,6282898380,3.87218E+11,1.62257,,,,,,,,,,5.01493E+11,82207558160,610.03284,118.23344,2301,3399,67.69638,69.9,1.5,71.4,4701478960,49247.9,95465.57233,7279910,1059,6874.32483,487.6274,1059,0.46046,685.6228,1059,0.64742,42.9005,1059,0.04051,173580403,1059,163909.72898,31.33024,22587,842,26.82541,13843601970,64262358720,21.54231,4665,21701,21.4967,4093,20992,19.4979,4490459056,22475,199797.95577,32.2,22587,1.42559
충북대학교,국립,충북,11813,13228,16490,16490,16490,61058660440,3.30902E+11,18.45218,4441464690,3.30902E+11,1.34222,,,,,,,,,,3.84885E+11,61058660440,630.35228,110.62975,1720,2773,62.02668,77.1,2.5,79.59999,3465447000,36945,93800.1624,6989163,800,8736.45375,453.509,800,0.56688,479.6443,800,0.59955,33.9421,800,0.04242,93456844,800,116821.055,26.00001,16490,569,28.98066,12001564725,52065602730,23.05085,3861,15799,24.43825,3668,15011,24.43541,3567304560,16373,217877.27111,23.3,16490,1.41297
칼빈대학교,사립,경기,305,2159,2544,2544,2544,15677359450,20401783623,76.84308,1440692608,20401783623,7.0616,262039640,20401783623,1.28439,262039640,483351690,54.21303,262039640,600187263,43.65964,18388274393,15677359450,117.29191,599.72222,44,52,84.61538,68.9,0,0,6180000,120,51500,39600,80,495,38.55,80,0.48187,1.5,80,0.01875,5,80,0.0625,300,80,3.75,2.42032,2544,42,60.57142,1941449628,9470049000,20.50094,282,2458,11.47274,100,357,28.0112,149999964,2107,71191.25011,2,2544,0.78616
평택대학교,사립,경기,2771,3006,3476,3476,3476,25692994852,41327239860,62.16963,3651432459,41327239860,8.83541,203000000,41327239860,0.4912,203000000,1842051720,11.02032,203000000,708194235,28.66445,39740992761,25692994852,154.67637,93.26714,425,717,59.27475,66.6,4,70.59999,240038000,4437,54099.1661,205000,120,1708.33333,79.7263,120,0.66438,3.952,120,0.03293,3.4667,120,0.02888,2341371,120,19511.425,4.98954,3476,116,29.96551,3807476640,21679894683,17.56224,979,3256,30.06756,421,3166,13.29753,147947906,3475,42574.93697,4.8,3476,1.38089
포항공과대학교,사립,경북,1332,1477,3709,3709,3709,28387962168,1.87717E+11,15.1227,9671565214,1.87717E+11,5.15219,85227556000,1.87717E+11,45.40203,4815253801,4815253801,100.0,85227556000,97743379246,87.19522,4.56843E+11,28387962168,1609.28435,115.39062,247,266,92.85714,111.3,0.3,111.6,29280000,336,87142.85714,11629962,284,40950.57042,12.2561,284,0.04315,300.924,284,1.05959,6.9944,284,0.02462,223406946,284,786644.17605,100.39001,3709,1235,3.00323,6918061264,7691575168,89.94336,2971,3460,85.86705,2424,3368,71.97149,4286477691,3581,1197005.77799,9,3709,2.42653
한경국립대학교,국립,경기,4887,5428,5797,5797,5797,20235869715,1.29707E+11,15.60119,391351380,1.29707E+11,0.30171,,,,,,,,,,1.08904E+11,20235869715,538.17344,110.52738,717,1093,65.59926,90.1,0.8,90.9,2021288220,22405.5,90213.9305,353960,256,1382.65625,106.3862,256,0.41557,99.9961,256,0.3906,20.7123,256,0.0809,11238800,256,43901.5625,14.73815,5797,323,17.94736,4336407886,20103401395,21.57051,1433,5793,24.73675,1379,5680,24.27816,674110851,5715,117954.65459,8.8,5797,1.51802
한국공학대학교,사립,경기,5912,7596,8016,8016,8016,62392359890,1.13225E+11,55.10482,1077521000,1.13225E+11,0.95166,3968833000,1.13225E+11,3.50526,2940833000,3490059952,84.2631,3968833000,6385409134,62.15471,1.28804E+11,62392359890,206.44242,136.86486,1036,1522,68.06833,73.7,4,77.7,598800000,10605,56463.9321,2619300,262,9997.32824,35.9409,262,0.13717,39.6902,262,0.15148,9.9166,262,0.03784,20015367,262,76394.53053,11.692,8016,233,34.40343,9955085174,58291766970,17.07802,2335,6573,35.52411,2223,6331,35.11293,512552976,7674,66790.8491,10,8016,1.2475
한국기술교육대학교,사립,충남,3590,4157,4737,4737,4737,20343809132,1.98282E+11,10.26002,573519572,1.98282E+11,0.28924,1.32089E+11,1.98282E+11,66.61643,5408938720,5007135826,108.0246,1.32089E+11,1.33968E+11,98.59698,2.14041E+11,20343809132,1052.11661,124.3122,653,773,84.47606,85.5,2.6,88.1,739125000,9855,75000.0,2724000,184,14804.34782,113.8152,184,0.61856,83.1283,184,0.45178,4.6457,184,0.02524,23196921,184,126070.22282,23.83082,4737,462,10.25324,6722527794,16729406521,40.18389,2545,4515,56.36766,2411,4453,54.14327,1115164131,4785,233054.15485,5,4737,1.05552
한국성서대학교,사립,서울,883,972,1141,1141,1141,7465730500,17156664158,43.51504,590333088,17156664158,3.44083,623377810,17156664158,3.63344,621877810,700391230,88.79006,623377810,6365450132,9.79314,14728382201,7465730500,197.27985,108.3612,168,231,72.72727,75.9,4,79.9,74820000,1290,58000.0,61606,41,1502.58536,39.0383,41,0.95215,3.8005,41,0.09269,4.05,41,0.09878,696948,41,16998.7317,7.92055,1141,56,20.375,1160415057,6130977000,18.92708,172,968,17.76859,127,941,13.49628,97088184,1143,84941.5433,2,1141,1.75284
한국외국어대학교,사립,서울,13952,17101,19648,19648,19648,1.45005E+11,2.35709E+11,61.51858,5422260853,2.35709E+11,2.3004,4000000000,2.35709E+11,1.697,4000000000,9017983450,44.35581,4000000000,6514297919,61.40339,2.22073E+11,1.45005E+11,153.14833,124.78838,2271,3391,66.97139,70.9,4,74.9,2102388875,39480,53251.99784,4399275,612,7188.35784,422.6044,612,0.69053,133.7847,612,0.2186,146.9936,612,0.24018,16849378,612,27531.66339,19.74186,19648,358,54.88268,18638327429,1.14471E+11,16.28209,3431,18834,18.21705,2957,15764,18.75792,2658231211,19305,137696.51442,19.8,19648,1.00773
한국체육대학교,국립,서울,2187,2339,2974,2974,2974,10162112780,62807572112,16.17975,468334613,62807572112,0.74566,,,,,,,,,,46729073270,10162112780,459.8362,109.29906,430,548,78.46715,73.7,0,0,774949500,7605,101900.0,199215,118,1688.26271,115.9041,118,0.98223,8.9345,118,0.07571,8.0858,118,0.06852,1502976,118,12737.08474,10.31699,2974,156,19.0641,2390703069,8836592640,27.05458,960,2564,37.44149,823,2537,32.43988,273343060,2974,91910.91459,4.8,2974,1.61398
한국침례신학대학교,사립,대전,662,677,1328,1328,1328,8055872815,15851522908,50.82081,967495941,15851522908,6.10348,140000000,15851522908,0.88319,140000000,729805990,19.18318,140000000,249121288,56.19752,15236233476,8055872815,189.132,83.47718,111,184,60.32608,66.2,4,70.2,23790000,390,61000.0,32240,55,586.18181,27.7,55,0.50363,3,55,0.05454,3.2429,55,0.05896,240210,55,4367.45454,4.60538,1328,58,22.89655,1017452053,4125807775,24.66067,625,1329,47.02784,291,1315,22.12927,111803870,1398,79974.15593,1,1328,0.75301
한국항공대학교,사립,경기,3604,4255,4894,4894,4894,39823777650,77392092105,51.45716,2193370423,77392092105,2.8341,3317113880,77392092105,4.28611,2028213880,3167642770,64.02912,3317113880,22599177713,14.67802,1.0557E+11,39823777650,265.09302,123.69186,552,749,73.69826,66.9,0.4,67.3,242273700,3795,63840.23715,470000,168,2797.61904,75.0948,168,0.44699,73.8686,168,0.43969,4.5679,168,0.02718,23111561,168,137568.81547,24.28104,4894,282,17.3546,6303214143,32480805600,19.40596,761,4653,16.35503,592,4368,13.55311,339352914,4718,71927.28147,6.2,4894,1.26685
